DATA_TIME,vehicleState,runModel,chargeState,speed,gear,distance,SOC,totalVoltage,totalCurrent,lon,lat,maxTemperature,minTemperature,maxBatteryVoltage,minBatteryVoltage
2020-03-26 14:36:15,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,4.2,113.062938,27.830443,-39.0,-39.0,0.256,0.256
2020-03-26 14:36:25,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.2,5.7,113.062916,27.830416,-39.0,-39.0,0.256,0.256
2020-03-26 14:36:35,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,4.4,113.062908,27.830396,-39.0,-39.0,0.256,0.256
2020-03-26 14:36:45,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,2.6,113.062905,27.830376,-39.0,-39.0,0.256,0.256
2020-03-26 14:36:55,1.0,1.0,3.0,0.0,46.0,2.0,99.0,539.3,2.6,113.06291,27.83035,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:05,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.4,1.4,113.062936,27.83034,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:15,1.0,1.0,3.0,6.0,30.0,2.0,99.0,540.0,-17.0,113.062935,27.830351,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:25,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,3.4,113.062916,27.830403,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:35,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,4.9,113.062928,27.830431,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:45,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,1.6,113.06291,27.830453,-39.0,-39.0,0.256,0.256
2020-03-26 14:37:55,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.3,1.4,113.062886,27.830483,-39.0,-39.0,0.256,0.256
2020-03-26 14:38:05,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.4,1.4,113.06287,27.83049,-39.0,-39.0,0.256,0.256
2020-03-26 14:38:15,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.4,1.4,113.062841,27.830486,-39.0,-39.0,0.256,0.256
2020-03-26 14:38:25,1.0,1.0,3.0,0.0,14.0,2.0,99.0,539.4,1.3,113.062821,27.830485,-39.0,-39.0,0.256,0.256
